"id","pid","product_sku","product_name","product_location","package_id","product_quantity","counted_quantity","difference","tare_pcs","tare_gram","tare_gross","counted_user","counted_time","confirm_user","confirm_time","status","integrated"
"123567","18885","3010-911-18885","Shady","L09R05M41","1888500010002","415","0","-415","0","0","0","milan1","2022-10-20 14:09:14",NULL,NULL,"single","1"
"123568","8894","1286-911-8894","Nimonett blue","L05R03M52","889400010003","20","11","-9","0","0","0","teja2","2022-10-20 06:45:59",NULL,NULL,"single","1"
"123569","14460","1667-911-14460","Voltime","L34R07M32","1446000010006","120","96","-24","0","0","0","milan1","2022-10-20 07:32:41",NULL,NULL,"single","1"
"123570","18831","2697-911-18831","Helico","L34R07M20","1883100010004","165","240","75","0","0","0","milan1","2022-10-20 11:32:07",NULL,NULL,"single","1"
"123571","18737","2586-911-18737","Glanight","L39R03M22","1873700010001","383","0","-383","0","0","0","vanja1","2022-10-20 11:09:22",NULL,NULL,"single","1"
"123572","17960","2386-911-17960","Triell # 38-39","L30R03M20","1796000010008","40","40","0","0","0","0","milan1","2022-10-20 09:28:30",NULL,NULL,"single","1"
"123573","17454","2006-911-17454","Riccu","L03R01M20","1745400010002","1","1","0","0","0","0","tina1","2022-10-20 08:24:32",NULL,NULL,"single","1"
"123574","14099","1596-911-14099","Excentrica (with case)","L06R01M22","1409900010003","200","199","-1","0","0","0","anze1","2022-10-21 13:18:42",NULL,NULL,"single","1"
"123575","17999","2370-911-17999","Fortsy","L34R02M30","1799900010016","300","280","-20","0","0","0","dragana1","2022-10-20 07:45:36",NULL,NULL,"single","1"
"123576","17999","2370-911-17999","Fortsy","L03R04M42","1799900010017","200","200","0","0","0","0","tina1","2022-10-21 06:05:14",NULL,NULL,"single","1"
"123577","17392","2144-911-17392","Splashy","L03R02M10","1739200010002","1","1","0","0","0","0","tina1","2022-10-20 09:39:39",NULL,NULL,"single","1"
"123578","18701","2657-911-18701","Snugy # 41","L30R01M12","1870100010001","79","0","-79","0","0","0","ana1","2022-10-21 07:48:41",NULL,NULL,"single","1"
"123579","14893","1767-911-14893","Unyka Virgo","L03R04M21","1489300010003","1","1","0","0","0","0","saša.k1","2022-10-20 10:11:51",NULL,NULL,"single","1"
"123580","17721","2223-911-17721","Docker","L34R02M11","1772100010005","120","0","-120","0","0","0","ana1","2022-10-21 14:00:53",NULL,NULL,"single","1"
"123581","18542","2561-911-18542","Kalina # Kalina grey","L37R06M22","1854200010007","10","35","25","0","0","0","milan1","2022-10-20 12:46:52",NULL,NULL,"single","1"
"123582","16724","1986-911-16724","Shappies # L","L11R02M22","1672400010005","51","0","-51","0","0","0","miha2","2022-10-20 15:41:06",NULL,NULL,"single","1"
"123583","5023","0784-911-5023","NightDragon","L37R06M20","502300010006","1080","1080","0","0","0","0","milan1","2022-10-20 12:44:13",NULL,NULL,"single","1"
"123584","195","0090-911-195","Stop Snore PRO","L02R07M10","19500010006","2","2","0","0","0","0","marko1","2022-10-20 06:35:24",NULL,NULL,"single","1"
"123585","18588","2607-911-18588","TropanoX","L33R03M11","1858800010001","151","8","-143","0","0","0","bernarda1","2022-10-21 10:21:57",NULL,NULL,"single","1"
"123586","18439","2508-911-18439","Hoopla # 25 (EUR 28)","L03R03M21","1843900010002","2","2","0","0","0","0","saša.k1","2022-10-20 08:15:08",NULL,NULL,"single","1"
"123587","16569","1957-911-16569","Laina # M","L03R01M22","1656900010002","1","1","0","0","0","0","tina1","2022-10-20 09:05:30",NULL,NULL,"single","1"
"123588","17977","2421-911-17977","DanceCacti","L34R08M20","1797700010007","504","432","-72","0","0","0","milan1","2022-10-20 11:54:08",NULL,NULL,"single","1"
"123589","18868","0002-915-18868","Mg Tablets","L39R01M40","1886800010001","54","53","-1","0","0","0","vanja1","2022-10-20 09:20:24",NULL,NULL,"single","1"
"123590","17800","2235-911-17800","Hytco # 39","L30R08M32","1780000010001","32","0","-32","0","0","0","jan.rataj","2022-10-21 12:49:03",NULL,NULL,"single","1"
"123591","15186","1814-911-15186","Nestly","L38R03M12","1518600010007","115","147","32","0","0","0","dragana1","2022-10-20 14:13:45",NULL,NULL,"single","1"
"123592","18585","2621-911-18585","Hoodoo # Luminous pink","L30R09M11","1858500010003","6","0","-6","0","0","0","vanja1","2022-10-21 06:23:13",NULL,NULL,"single","1"
"123593","18578","2621-911-18578","Hoodoo # Ice cream","L30R09M10","1857800010003","4","0","-4","0","0","0","vanja1","2022-10-21 06:32:58",NULL,NULL,"single","1"
"123594","18574","2621-911-18574","Hoodoo # Pink wave","L30R09M10","1857400010003","4","0","-4","0","0","0","vanja1","2022-10-21 06:34:06",NULL,NULL,"single","1"
"123595","18704","2657-911-18704","Snugy # 44","L30R01M12","1870400010001","207","0","-207","0","0","0","ana1","2022-10-21 07:48:44",NULL,NULL,"single","1"
"123596","18705","2657-911-18705","Snugy # 45","L30R01M10","1870500010001","112","26","-86","0","0","0","ana1","2022-10-21 06:18:42",NULL,NULL,"single","1"
"123597","18706","2657-911-18706","Snugy # 46","L30R01M10","1870600010001","69","0","-69","0","0","0","ana1","2022-10-21 06:11:36",NULL,NULL,"single","1"
"123598","7332","1100-911-7332","StellaAquarius","L02R01M11","733200010002","1","1","0","0","0","0","marko1","2022-10-20 09:45:26",NULL,NULL,"single","1"
"123599","5073","0773-911-5073","Sublino","L03R04M10","507300010002","1","1","0","0","0","0","saša.k1","2022-10-20 11:06:11",NULL,NULL,"single","1"
"123600","17668","2198-911-17668","Stride # 41","L03R02M11","1766800010002","3","3","0","0","0","0","tina1","2022-10-20 09:56:22",NULL,NULL,"single","1"
"123601","18842","2995-911-18842","Topper # Blue HR","L37R07M22","1884200010002","125","125","0","0","0","0","teja2","2022-10-20 14:58:28",NULL,NULL,"single","1"
"123602","18675","2505-911-18675","Sofalotte # Rombello 2s","L30R08M32","1867500010004","48","25","-23","0","0","0","saša.k1","2022-10-20 06:43:47",NULL,NULL,"single","1"
"123603","18590","2617-911-18590","Trappoly","L32R03M32","1859000010006","120","60","-60","0","0","0","ana1","2022-10-20 10:22:08",NULL,NULL,"single","1"
"123604","17986","2374-911-17986","Dolly","L30R03M21","1798600010021","120","96","-24","0","0","0","milan1","2022-10-20 09:07:58",NULL,NULL,"single","1"
"123605","20087","0016-915-20087","BETACAROTENE","L33R04M30","2008700010003","96","96","0","0","0","0","milan1","2022-10-21 09:17:41",NULL,NULL,"single","1"
"123606","17975","2399-911-17975","ToyVille","L33R08M31","1797500010006","550","100","-450","0","0","0","ana1","2022-10-21 09:09:31",NULL,NULL,"single","1"
"123607","11567","1453-911-11567","Diane","L31R09M12","1156700010003","446","460","14","0","0","0","dragana1","2022-10-21 07:32:07",NULL,NULL,"single","1"
"123608","16970","2076-911-16970","Katharin # L","L03R04M20","1697000010004","1","1","0","0","0","0","saša.k1","2022-10-20 09:55:08",NULL,NULL,"single","1"
"123609","18664","2605-911-18664","Repelux","L34R01M12","1866400010006","60","0","-60","0","0","0","bernarda1","2022-10-21 13:50:31",NULL,NULL,"single","1"
"123610","18154","2471-911-18154","Faltfach # 14 inch","L08R01M12","1815400010002","22","33","11","0","0","0","saša.k1","2022-10-21 07:13:14",NULL,NULL,"single","1"
"123611","18627","2631-911-18627","Tenseni # XXXL (42) Beige (EU 90A)","L07R03M42","1862700010002","100","100","0","0","0","0","bernarda1","2022-10-20 12:52:54",NULL,NULL,"single","1"
"123612","18804","2698-911-18804","BubbleTop # 12H","L35R02M11","1880400010003","370","370","0","0","0","0","saša.k1","2022-10-21 10:33:42",NULL,NULL,"single","1"
"123613","1624","0329-911-1624","Tesla energy saver ECO (RO) Basic","L32R08M20","162400010003","1500","0","-1500","0","0","0","vanja1","2022-10-21 12:52:34",NULL,NULL,"single","1"
"123614","18583","2621-911-18583","Hoodoo # Elephant","L38R05M42","1858300010003","6","6","0","0","0","0","bernarda1","2022-10-21 14:59:50",NULL,NULL,"single","1"
"123615","17856","2355-911-17856","Bago","L31R04M31","1785600010003","286","190","-96","0","0","0","milan1","2022-10-21 10:02:08",NULL,NULL,"single","1"
"123616","7115","1087-911-7115","Bonnie 10","L02R01M11","711500010002","1","0","-1","0","0","0","marko1","2022-10-20 09:58:39",NULL,NULL,"single","1"
"123617","20084","2161-911-20084","Gredy # 42/43","L13R06M11","2008400010004","20","20","0","0","0","0","anja6","2022-10-20 12:32:29",NULL,NULL,"single","1"
"123618","17545","2164-911-17545","Wilma # Gray M (85)","L31R06M22","1754500010004","90","0","-90","0","0","0","milan1","2022-10-21 12:40:14",NULL,NULL,"single","1"
"123619","18843","2995-911-18843","Topper # Blue USA","L37R07M22","1884300010002","125","124","-1","0","0","0","teja2","2022-10-20 14:34:44",NULL,NULL,"single","1"
"123620","20114","2996-911-20114","Pennon # XL UKR","L31R02M10","2011400010001","20","0","-20","0","0","0","milan1","2022-10-21 08:09:23",NULL,NULL,"single","1"
"123621","3426","0369-911-3426","Monte Carlo Method (HR) Basic","L32R02M10","342600010001","220","213","-7","0","0","0","teja2","2022-10-21 15:50:03",NULL,NULL,"single","1"
"123622","18891","3017-911-18891","DanZone","L31R02M12","1889100010001","5","7","2","0","0","0","milan1","2022-10-21 07:56:03",NULL,NULL,"single","1"
"123623","18364","2487-911-18364","Trapero","L31R06M32","1836400010014","40","32","-8","0","0","0","milan1","2022-10-21 09:55:34",NULL,NULL,"single","1"
"123624","16553","1896-911-16553","Scalist","L37R04M21","1655300010008","1430","1470","40","0","0","0","milan1","2022-10-20 12:31:00",NULL,NULL,"single","1"
"123625","18575","2621-911-18575","Hoodoo # Luminous","L30R09M11","1857500010003","4","0","-4","0","0","0","vanja1","2022-10-21 06:23:11",NULL,NULL,"single","1"
"123626","16641","1951-911-16641","PastryPro","L32R09M30","1664100010002","80","20","-60","0","0","0","teja2","2022-10-20 10:19:18",NULL,NULL,"single","1"
"123627","18034","2373-911-18034","Ballony","L07R01M41","1803400010011","300","300","0","0","0","0","tina1","2022-10-20 07:26:41",NULL,NULL,"single","1"
"123628","18449","2502-911-18449","Convila #XXXL (EUR XXL)","L08R05M20","1844900010004","2","0","-2","0","0","0","anze1","2022-10-21 10:34:30",NULL,NULL,"single","1"
"123629","17113","2091-911-17113","Steppy # Black S","L03R03M21","1711300010002","2","1","-1","0","0","0","saša.k1","2022-10-20 08:19:14",NULL,NULL,"single","1"
"123630","20106","3038-911-20106","Dappresso","L10R04M31","2010600010001","3","2","-1","0","0","0","miha2","2022-10-20 11:33:37",NULL,NULL,"single","1"
"123631","20150","3043-911-20150","TriMax","L37R09M21","2015000010002","650","598","-52","0","0","0","teja2","2022-10-20 13:33:44",NULL,NULL,"single","1"
"123632","18153","2471-911-18153","Faltfach # 10 inch","L02R01M12","1815300010002","1","1","0","0","0","0","marko1","2022-10-20 10:01:01",NULL,NULL,"single","1"
"123633","18686","2649-911-18686","Angularo","L33R06M32","1868600010004","15","0","-15","0","0","0","ana1","2022-10-21 09:33:04",NULL,NULL,"single","1"
"123634","18739","2682-911-18739","Plantigo","L34R04M20","1873900010015","120","120","0","0","0","0","milan1","2022-10-20 11:20:12",NULL,NULL,"single","1"
"123635","17117","2091-911-17117","Steppy # White M","L02R01M32","1711700010003","1","1","0","0","0","0","marko1","2022-10-20 09:36:59",NULL,NULL,"single","1"
"123636","18839","2995-911-18839","Topper # Blue IT","L06R05M11","1883900010002","25","23","-2","0","0","0","tina1","2022-10-21 12:22:38",NULL,NULL,"single","1"
"123637","17957","2383-911-17957","Holis","L31R04M22","1795700010006","200","409","209","0","0","0","luka2","2022-10-21 13:38:03",NULL,NULL,"single","1"
"123638","18662","2643-911-18662","Capelnino # Red","L13R02M30","1866200010005","365","366","1","0","0","0","nejcg","2022-10-20 12:12:52",NULL,NULL,"single","1"
"123639","17290","2133-911-17290","Collen # Purple 36/80","L02R07M40","1729000010001","4","0","-4","0","0","0","marko1","2022-10-20 06:56:13",NULL,NULL,"single","1"
"123640","18443","2502-911-18443","Convila #M (EUR S)","L36R06M20","1844300010003","100","232","132","0","0","0","anja6","2022-10-21 07:48:23",NULL,NULL,"single","1"
"123641","18119","2464-911-18119","Siare # L","L32R08M30","1811900010003","400","400","0","0","0","0","teja2","2022-10-20 11:55:17",NULL,NULL,"single","1"
"123642","14892","1767-911-14892","Unyka Taurus","L02R01M11","1489200010005","2","2","0","0","0","0","marko1","2022-10-20 09:49:58",NULL,NULL,"single","1"
"123643","17296","2133-911-17296","Collen # Beige 38/85","L02R02M42","1729600010002","3","0","-3","0","0","0","marko1","2022-10-20 08:09:21",NULL,NULL,"single","1"
"123644","17941","2380-911-17941","Hugino # Blue Big","L02R06M22","1794100010002","10","10","0","0","0","0","marko1","2022-10-20 07:40:02",NULL,NULL,"single","1"
"123645","17252","2120-911-17252","Lifty","L31R06M21","1725200010004","59","70","11","0","0","0","milan1","2022-10-21 12:41:31",NULL,NULL,"single","1"
"123646","9012","1121-911-9012","Portaglio Orange","L03R01M10","901200010003","2","1","-1","0","0","0","tina1","2022-10-20 07:57:26",NULL,NULL,"single","1"
"123647","467","0309-911-467","Diabetes NoMore (HU)","L32R06M12","46700010004","2","0","-2","0","0","0","milan1","2022-10-21 14:39:00",NULL,NULL,"single","1"
"123648","17990","2427-911-17990","Brassie # 4XL (EUR 42/95)","L02R06M20","1799000010002","3","3","0","0","0","0","marko1","2022-10-20 07:52:18",NULL,NULL,"single","1"
"123649","14951","1780-911-14951","Aleho","L03R02M12","1495100010002","3","3","0","0","0","0","tina1","2022-10-20 11:04:07",NULL,NULL,"single","1"
"123650","18019","2396-911-18019","Scrapily # Red","L32R09M40","1801900010005","1125","1125","0","0","0","0","milan1","2022-10-20 06:31:21",NULL,NULL,"single","1"
"123651","18805","2698-911-18805","BubbleTop # 21H","L37R09M12","1880500010004","120","200","80","0","0","0","teja2","2022-10-20 07:41:52",NULL,NULL,"single","1"
"123652","16743","1987-911-16743","Sonya","L07R02M41","1674300010009","600","0","-600","0","0","0","ana1","2022-10-20 07:08:36",NULL,NULL,"single","1"
"123653","18907","0026-915-18907","Digestive Tea","L06R02M20","1890700010001","30","29","-1","0","0","0","anze1","2022-10-21 14:44:39",NULL,NULL,"single","1"
"123654","2098","0309-911-2098","Diabetes NoMore (GR)","L32R01M11","209800010003","96","0","-96","0","0","0","luka2","2022-10-21 15:16:16",NULL,NULL,"single","1"
"123655","17870","2238-911-17870","RenBil","L03R01M12","1787000010006","2","2","0","0","0","0","tina1","2022-10-20 09:22:13",NULL,NULL,"single","1"
"123656","18653","2635-911-18653","Fernaly","L06R04M31","1865300010003","24","22","-2","0","0","0","marko1","2022-10-21 10:47:15",NULL,NULL,"single","1"
"123657","16613","1966-911-16613","Janelle # M","L31R06M32","1661300010002","350","350","0","0","0","0","milan1","2022-10-21 09:55:26",NULL,NULL,"single","1"
"123658","18413","2505-911-18413","Sofalotte # Felce 2s","L30R08M32","1841300010002","14","0","-14","0","0","0","jan.rataj","2022-10-21 12:49:10",NULL,NULL,"single","1"
"123659","17799","2236-911-17799","GoMax # 44","L04R02M10","1779900010001","1","0","-1","0","0","0","tina1","2022-10-20 13:47:48",NULL,NULL,"single","1"
"123660","10714","1381-911-10714","Pinggy","L31R04M11","1071400010001","102","69","-33","0","0","0","milan1","2022-10-21 07:28:01",NULL,NULL,"single","1"
"123661","18103","2456-911-18103","Claude # 40","L34R06M11","1810300010002","90","30","-60","0","0","0","ana1","2022-10-21 10:57:26",NULL,NULL,"single","1"
"123662","11566","1452-911-11566","Reyoung","L32R03M12","1156600010003","996","1176","180","0","0","0","anja6","2022-10-21 15:04:28",NULL,NULL,"single","1"
"123663","16822","2026-911-16822","Salik","L10R03M20","1682200010001","17","17","0","0","0","0","miha2","2022-10-20 09:08:37",NULL,NULL,"single","1"
"123664","17799","2236-911-17799","GoMax # 44","L03R03M11","1779900010002","6","0","-6","0","0","0","danijel1","2022-10-20 09:33:05",NULL,NULL,"single","1"
"123665","16727","1986-911-16727","Shappies # 3XL","L34R08M10","1672700010003","48","48","0","0","0","0","bernarda1","2022-10-21 12:10:03",NULL,NULL,"single","1"
"123666","18457","2518-911-18457","Pearlina # Pink M","L06R04M12","1845700010003","11","9","-2","0","0","0","marko1","2022-10-21 12:15:47",NULL,NULL,"single","1"
"123667","16203","1128-911-16203","Whoodie # XXL","L33R05M32","1620300010004","110","109","-1","0","0","0","milan1","2022-10-21 09:39:27",NULL,NULL,"single","1"
"123668","16615","1966-911-16615","Janelle # XL","L12R04M12","1661500010001","19","22","3","0","0","0","nejcg","2022-10-20 09:17:29",NULL,NULL,"single","1"
"123669","17946","2382-911-17946","Glovi","L05R05M40","1794600010003","339","475","136","0","0","0","milan1","2022-10-20 08:52:35",NULL,NULL,"single","1"
"123670","5222","0813-911-5222","El Matador","L07R04M20","522200010002","1","1","0","0","0","0","tina1","2022-10-21 09:08:44",NULL,NULL,"single","1"
"123671","17113","2091-911-17113","Steppy # Black S","L36R03M32","1711300010003","50","94","44","0","0","0","bernarda1","2022-10-21 06:29:51",NULL,NULL,"single","1"
"123672","15378","1829-911-15378","AstroPunk # Cancer","L02R05M21","1537800010001","1","1","0","0","0","0","vanja1","2022-10-20 07:49:07",NULL,NULL,"single","1"
"123673","20098","3030-911-20098","Gatta","L09R01M12","2009800010001","416","133","-283","0","0","0","danijel1","2022-10-21 14:55:50",NULL,NULL,"single","1"
"123674","20100","3031-911-20100","Infinito","L09R01M12","2010000010001","360","361","1","0","0","0","danijel1","2022-10-21 15:05:34",NULL,NULL,"single","1"
"123675","18034","2373-911-18034","Ballony","L06R01M51","1803400010012","240","240","0","0","0","0","milan1","2022-10-20 12:21:06",NULL,NULL,"single","1"
"123676","18808","2571-911-18808","Jacky","L32R07M42","1880800010002","680","670","-10","0","0","0","milan1","2022-10-20 07:14:06",NULL,NULL,"single","1"
"123677","17380","2139-911-17380","Angie # White","L10R06M31","1738000010001","5","6","1","0","0","0","miha2","2022-10-20 13:34:51",NULL,NULL,"single","1"
"123678","20068","3026-911-20068","Incomparable Elect","L10R02M31","2006800010002","22","25","3","0","0","0","miha2","2022-10-20 08:17:36",NULL,NULL,"single","1"
"123679","18688","2589-911-18688","Bindsy","L35R02M30","1868800010007","50","60","10","0","0","0","marko1","2022-10-20 14:07:01",NULL,NULL,"single","1"
"123680","18590","2617-911-18590","Trappoly","L33R08M22","1859000010007","360","360","0","0","0","0","tina1","2022-10-21 15:51:21",NULL,NULL,"single","1"
"123681","20088","0015-915-20088","VITAMIN B2","L33R04M30","2008800010002","96","95","-1","0","0","0","milan1","2022-10-21 09:13:50",NULL,NULL,"single","1"
"123682","17926","2364-911-17926","Mounter # 43","L04R02M11","1792600010002","2","2","0","0","0","0","tina1","2022-10-20 13:48:29",NULL,NULL,"single","1"
"123683","18521","2548-911-18521","Pilly","L11R05M31","1852100010002","2","8","6","0","0","0","danijel1","2022-10-21 12:06:01",NULL,NULL,"single","1"
"123684","15015","1608-911-15015","Domaja XXL","L31R07M11","1501500010004","24","0","-24","0","0","0","milan1","2022-10-21 06:23:49",NULL,NULL,"single","1"
"123685","18085","2445-911-18085","StellaX # Virgo","L04R01M11","1808500010003","2","2","0","0","0","0","saša.k1","2022-10-20 13:43:09",NULL,NULL,"single","1"
"123686","18478","2530-911-18478","Deenodi","L33R03M12","1847800010005","7","7","0","0","0","0","marko1","2022-10-21 16:09:55",NULL,NULL,"single","1"
"123687","14868","1774-911-14868","Medalion","L04R02M21","1486800010003","1","1","0","0","0","0","tina1","2022-10-20 13:43:10",NULL,NULL,"single","1"
"123688","18840","2995-911-18840","Topper # Blue RO","L06R05M11","1884000010002","24","24","0","0","0","0","tina1","2022-10-21 12:22:45",NULL,NULL,"single","1"
"123689","14868","1774-911-14868","Medalion","L03R03M21","1486800010004","55","55","0","0","0","0","saša.k1","2022-10-20 08:22:33",NULL,NULL,"single","1"
"123690","9790","1286-911-9790","Nimonett pink","L05R03M52","979000010002","20","11","-9","0","0","0","teja2","2022-10-20 06:44:34",NULL,NULL,"single","1"
"123691","9014","1121-911-9014","Portaglio Rose Red","L05R05M12","901400010001","3","5","2","0","0","0","tina1","2022-10-21 08:30:10",NULL,NULL,"single","1"
"123692","18803","2987-911-18803","Fanoro","L31R02M11","1880300010004","42","48","6","0","0","0","milan1","2022-10-21 08:00:30",NULL,NULL,"single","1"
"123693","20139","2996-911-20139","Pennon # XL CR","L31R02M10","2013900010001","20","0","-20","0","0","0","milan1","2022-10-21 08:10:35",NULL,NULL,"single","1"
"123694","18827","2997-911-18827","Jeyla # XS","L10R06M10","1882700010001","12","10","-2","0","0","0","miha2","2022-10-20 12:38:44",NULL,NULL,"single","1"
"123695","18659","2643-911-18659","Capelnino # Blondie","L02R04M11","1865900010006","26","26","0","0","0","0","vanja1","2022-10-20 07:07:07",NULL,NULL,"single","1"
"123696","14884","1767-911-14884","Unyka Cancer","L02R01M11","1488400010005","1","1","0","0","0","0","marko1","2022-10-20 09:49:28",NULL,NULL,"single","1"
"123697","14051","1354-911-14051","Efemerida Scorpio","L01R03M20","1405100010001","3","0","-3","0","0","0","jan.rataj","2022-10-20 15:48:31",NULL,NULL,"single","1"
"123698","17999","2370-911-17999","Fortsy","L40R01M11","1799900010019","466","400","-66","0","0","0","miha2","2022-10-21 15:56:24",NULL,NULL,"single","1"
"123699","18845","2975-911-18845","Devere","L07R03M31","1884500010003","400","0","-400","0","0","0","jan.rataj","2022-10-21 14:05:00",NULL,NULL,"single","1"
"123700","17145","2097-911-17145","Mellony","L03R02M40","1714500010001","46","43","-3","0","0","0","anja6","2022-10-20 15:30:23",NULL,NULL,"single","1"
"123701","18142","2468-911-18142","Hikery # 42","L33R09M11","1814200010002","18","0","-18","0","0","0","milan1","2022-10-21 10:37:04",NULL,NULL,"single","1"
"123702","18629","2631-911-18629","Tenseni # 5XL (46) Beige (EU 100A)","L11R02M11","1862900010001","73","0","-73","0","0","0","miha2","2022-10-20 15:14:13",NULL,NULL,"single","1"
"123703","14913","1647-911-14913","Fragelo","L03R02M11","1491300010002","2","2","0","0","0","0","tina1","2022-10-20 09:58:48",NULL,NULL,"single","1"
"123704","18838","2995-911-18838","Topper # Black UKR","L37R07M22","1883800010002","125","124","-1","0","0","0","teja2","2022-10-20 14:46:28",NULL,NULL,"single","1"
"123705","18418","2505-911-18418","Sofalotte # Nero 3s","L02R06M20","1841800010001","2","2","0","0","0","0","marko1","2022-10-20 07:51:12",NULL,NULL,"single","1"
"123706","18806","2643-911-18806","Capelnino # Gray","L13R02M31","1880600010002","177","444","267","0","0","0","nejcg","2022-10-20 12:49:01",NULL,NULL,"single","1"
"123707","18491","2536-911-18491","Foldix","L06R03M42","1849100010003","4200","4204","4","0","0","0","marko1","2022-10-21 13:25:13",NULL,NULL,"single","1"
"123708","18689","2655-911-18689","Bellora #M","L06R01M12","1868900010002","22","0","-22","0","0","0","anze1","2022-10-21 12:33:59",NULL,NULL,"single","1"
"123709","18741","2655-911-18741","Bellora #L","L06R01M11","1874100010002","67","0","-67","0","0","0","anze1","2022-10-21 12:05:00",NULL,NULL,"single","1"
"123710","18742","2655-911-18742","Bellora #XL","L06R01M12","1874200010002","99","144","45","0","0","0","anze1","2022-10-21 12:37:13",NULL,NULL,"single","1"
"123711","18743","2655-911-18743","Bellora #XXL","L32R01M32","1874300010001","100","100","0","0","0","0","ana1","2022-10-20 09:57:34",NULL,NULL,"single","1"
"123712","18031","2433-911-18031","Warmo # White","L33R02M32","1803100010004","80","80","0","0","0","0","milan1","2022-10-21 08:55:27",NULL,NULL,"single","1"
"123713","16782","2001-911-16782","Belinda","L33R02M32","1678200010014","25","25","0","0","0","0","milan1","2022-10-21 08:59:00",NULL,NULL,"single","1"
"123714","18414","2505-911-18414","Sofalotte # Felce 3s","L04R02M21","1841400010003","1","1","0","0","0","0","tina1","2022-10-20 13:42:17",NULL,NULL,"single","1"
"123715","16490","1942-911-16490","X-look (with case)","L07R04M50","1649000010005","1200","1200","0","0","0","0","teja2","2022-10-20 07:09:54",NULL,NULL,"single","1"
"123716","18902","0019-915-18902","Vitamin D Capsules","L05R02M22","1890200010001","80","29","-51","0","0","0","milan1","2022-10-20 14:54:16",NULL,NULL,"single","1"
"123717","15753","1891-911-15753","AstroBall # Gemini","L03R03M10","1575300010006","2","1","-1","0","0","0","saša.k1","2022-10-20 09:07:25",NULL,NULL,"single","1"
"123718","617","0309-911-617","Diabetes NoMore (PL)","L32R07M20","61700010003","20","20","0","0","0","0","teja2","2022-10-21 12:32:53",NULL,NULL,"single","1"
"123719","17066","2083-911-17066","Aleccia # 36","L36R02M12","1706600010004","30","30","0","0","0","0","bernarda1","2022-10-20 10:05:16",NULL,NULL,"single","1"
"123720","16904","2071-911-16904","Bluretto","L02R02M12","1690400010006","2","0","-2","0","0","0","marko1","2022-10-20 09:35:55",NULL,NULL,"single","1"
"123721","14591","1704-911-14591","MrStylor # 41","L05R01M10","1459100010008","42","44","2","0","0","0","milan1","2022-10-20 14:59:01",NULL,NULL,"single","1"
"123722","16553","1896-911-16553","Scalist","L37R10M12","1655300010009","770","790","20","0","0","0","teja2","2022-10-20 07:18:56",NULL,NULL,"single","1"
"123723","17295","2133-911-17295","Collen # Beige 36/80","L03R01M10","1729500010001","3","3","0","0","0","0","tina1","2022-10-20 07:45:15",NULL,NULL,"single","1"
"123724","105","0031-911-105","ViperVenomAktiv","L03R04M21","10500010002","22","22","0","0","0","0","saša.k1","2022-10-20 10:00:07",NULL,NULL,"single","1"
"123725","18104","2456-911-18104","Claude # 41","L35R04M12","1810400010004","150","150","0","0","0","0","saša.k1","2022-10-21 11:43:38",NULL,NULL,"single","1"
"123726","14890","1767-911-14890","Unyka Sagittarius","L02R01M11","1489000010005","2","2","0","0","0","0","marko1","2022-10-20 09:50:04",NULL,NULL,"single","1"
"123727","18673","2625-911-18673","PixieFlo","L30R08M22","1867300010006","360","360","0","0","0","0","milan1","2022-10-20 08:59:08",NULL,NULL,"single","1"
"123728","18887","3014-911-18887","Nirva # Men","L07R05M12","1888700010002","2873","2970","97","0","0","0","saša.k1","2022-10-21 09:00:05",NULL,NULL,"single","1"
"123729","16615","1966-911-16615","Janelle # XL","L05R03M51","1661500010002","550","550","0","0","0","0","teja2","2022-10-20 06:55:37",NULL,NULL,"single","1"
"123730","18730","2678-911-18730","Blick","L33R04M22","1873000010005","30","0","-30","0","0","0","anja6","2022-10-21 16:00:28",NULL,NULL,"single","1"
"123731","18594","2612-911-18594","DripDrops","L04R02M21","1859400010003","3","3","0","0","0","0","tina1","2022-10-20 13:42:45",NULL,NULL,"single","1"
"123732","18743","2655-911-18743","Bellora #XXL","L06R01M12","1874300010002","1","1","0","0","0","0","anze1","2022-10-21 12:34:18",NULL,NULL,"single","1"
"123733","20089","0014-915-20089","VITAMIN B1","L33R04M30","2008900010002","96","96","0","0","0","0","milan1","2022-10-21 09:17:08",NULL,NULL,"single","1"
"123734","20129","2996-911-20129","Pennon # XL PL","L31R02M10","2012900010001","20","0","-20","0","0","0","milan1","2022-10-21 08:10:03",NULL,NULL,"single","1"
"123735","18421","2505-911-18421","Sofalotte # Loseta 2s","L30R05M12","1842100010002","1","0","-1","0","0","0","vanja1","2022-10-21 07:51:40",NULL,NULL,"single","1"
"123736","18739","2682-911-18739","Plantigo","L06R01M42","1873900010016","80","80","0","0","0","0","milan1","2022-10-20 13:37:42",NULL,NULL,"single","1"
"123737","18633","2632-911-18633","Andry # 42","L37R05M11","1863300010004","91","0","-91","0","0","0","ana1","2022-10-20 07:59:45",NULL,NULL,"single","1"
"123738","18766","2984-911-18766","Canicorti # XL Orange","L35R06M10","1876600010004","54","52","-2","0","0","0","saša.k1","2022-10-21 13:12:29",NULL,NULL,"single","1"
"123739","18767","2984-911-18767","Canicorti # L Orange","L35R06M10","1876700010004","52","54","2","0","0","0","saša.k1","2022-10-21 13:12:42",NULL,NULL,"single","1"
